fecha,Suma de Capacidad promedio realizada MW,Suma de Capacidad promedio prevista MW,Perdida
09/07/2014,44162.069,46144.836,1982.767
10/07/2014,45782.108,47303.907,1521.799
11/07/2014,45605.214,47356.783,1751.569
12/07/2014,45994.932,47190.125,1195.193
13/07/2014,46499.51,48235.011,1735.501
14/07/2014,46911.333,48221.562,1310.229
15/07/2014,46067.639,47820.557,1752.918
16/07/2014,45434.919,47087.942,1653.023
17/07/2014,44735.329,46401.094,1665.765
18/07/2014,43561.513,44769.187,1207.674
19/07/2014,42899.057,44732.105,1833.048
20/07/2014,42525.16,45367.247,2842.087
21/07/2014,43870.397,46033.158,2162.761
22/07/2014,45463.186,46262.765,799.579
23/07/2014,45694.076,46676.51,982.434
24/07/2014,47006.917,47925.464,918.547
25/07/2014,45413.727,46774.041,1360.314
26/07/2014,44704.226,46849.122,2144.896
27/07/2014,44412.345,46924.378,2512.033
28/07/2014,45047.821,46711.421,1663.6
29/07/2014,45995.843,47714.371,1718.528
30/07/2014,45861.265,46843.63,982.365
31/07/2014,45865.987,46960.912,1094.925
01/08/2014,44441.878,45727.851,1285.973
02/08/2014,44017.912,46107.328,2089.416
03/08/2014,44365.673,46540.121,2174.448
04/08/2014,44411.37,46090.181,1678.811
05/08/2014,45504.026,47395.955,1891.929
06/08/2014,45449.411,47497.285,2047.874
07/08/2014,44707.451,46090.841,1383.39
08/08/2014,44801.422,46384.1,1582.678
09/08/2014,43598.027,45834.818,2236.791
10/08/2014,43414.95,46299.72,2884.77
11/08/2014,44670.541,47265.37,2594.829
12/08/2014,45225.255,47203.206,1977.951
13/08/2014,45438.2,47280.905,1842.705
14/08/2014,45730.687,47834.489,2103.802
15/08/2014,45840.297,47545.506,1705.209
16/08/2014,44597.415,45965.905,1368.49
17/08/2014,43801.548,45624.016,1822.468
18/08/2014,44751.074,46679.485,1928.411
19/08/2014,45663.538,47024.266,1360.728
20/08/2014,45173.407,46739.698,1566.291
21/08/2014,45099.754,46267.014,1167.26
22/08/2014,45359.891,46546.878,1186.987
23/08/2014,45123.676,46270.783,1147.107
24/08/2014,44314.82,46148.855,1834.035
25/08/2014,44784.031,46730.52,1946.489
26/08/2014,45259.871,46963.04,1703.169
27/08/2014,44437.793,46917.621,2479.828
28/08/2014,44180.089,46071.43,1891.341
29/08/2014,44347.28,45623.494,1276.214
30/08/2014,45133.918,47329.436,2195.518
31/08/2014,44862.879,47538.107,2675.228
01/09/2014,44661.399,46182.288,1520.889
02/09/2014,45466.418,47688.134,2221.716
03/09/2014,44735.949,46634.739,1898.79
04/09/2014,44832.6,46848.633,2016.033
05/09/2014,45414.061,47346.887,1932.826
06/09/2014,44904.656,47113.928,2209.272
07/09/2014,43266.656,45073.51,1806.854
08/09/2014,44705.339,46890.927,2185.588
09/09/2014,45158.109,45662.37,504.261
10/09/2014,45578.715,46957.13,1378.415
11/09/2014,45682.731,47838.275,2155.544
12/09/2014,44536.18,46508.856,1972.676
13/09/2014,42896.864,45490.86,2593.996
14/09/2014,42531.315,45025.338,2494.023
15/09/2014,41843.898,45875.119,4031.221
16/09/2014,42280.449,45374.778,3094.329
17/09/2014,43390.263,46003.27,2613.007
18/09/2014,44143.406,46023.486,1880.08
19/09/2014,44417.942,45541.737,1123.795
20/09/2014,43912.847,45252.508,1339.661
21/09/2014,42279.876,44063.415,1783.539
22/09/2014,43512.081,45302.69,1790.609
23/09/2014,43738.258,45998.954,2260.696
24/09/2014,43781.275,45843.313,2062.038
25/09/2014,43384.52,45474.002,2089.482
26/09/2014,42864.988,44838.944,1973.956
27/09/2014,42121.192,44599.501,2478.309
28/09/2014,41014.735,43057.965,2043.23
29/09/2014,42259.281,44903.857,2644.576
30/09/2014,43532.017,45473.851,1941.834
01/10/2014,43009.313,45146.79,2137.477
02/10/2014,42784.742,44080.181,1295.439
03/10/2014,43217.378,44706.364,1488.986
04/10/2014,42611.394,44711.232,2099.838
05/10/2014,41172.597,43284.737,2112.14
06/10/2014,41736.077,44303.075,2566.998
07/10/2014,43624.828,44838.1,1213.272
08/10/2014,43465.742,45262.651,1796.909
09/10/2014,44068.481,46042.127,1973.646
10/10/2014,43458.093,45200.248,1742.155
11/10/2014,41674.172,44211.69,2537.518
12/10/2014,41148.655,44035.292,2886.637
13/10/2014,41346.506,43976.44,2629.934
14/10/2014,42176.289,44531.797,2355.508
15/10/2014,42337.043,44913.393,2576.35
16/10/2014,42176.069,44916.482,2740.413
17/10/2014,42000.942,43691.368,1690.426
18/10/2014,41078.129,43035.288,1957.159
19/10/2014,40318.403,42996.052,2677.649
20/10/2014,41181.134,43384.433,2203.299
21/10/2014,41073.071,43839.251,2766.18
22/10/2014,41810.644,43602.499,1791.855
23/10/2014,42867.663,43915.106,1047.443
24/10/2014,43355.072,44983.196,1628.124
25/10/2014,42403.772,44938.656,2534.884
26/10/2014,43205.873,44491.482,1285.609
27/10/2014,42052.261,43552.498,1500.237
28/10/2014,43662.809,44830.731,1167.922
29/10/2014,43534.679,45067.346,1532.667
30/10/2014,44187.842,45178.5,990.658
31/10/2014,43731.696,45015.772,1284.076
01/11/2014,41610.032,43953.202,2343.17
02/11/2014,39915.729,43167.006,3251.277
03/11/2014,41430.448,43129.176,1698.728
04/11/2014,43075.601,44493.445,1417.844
05/11/2014,42575.842,43762.232,1186.39
06/11/2014,41850.249,43546.174,1695.925
07/11/2014,41585.721,42962.246,1376.525
08/11/2014,39031.817,40034.69,1002.873
09/11/2014,39143.639,40519.847,1376.208
10/11/2014,40957.223,42407.988,1450.765
11/11/2014,42643.102,44176.365,1533.263
12/11/2014,42663.429,44362.468,1699.039
13/11/2014,43115.369,44891.717,1776.348
14/11/2014,42461.686,43915.436,1453.75
15/11/2014,42114.71,43262.269,1147.559
16/11/2014,40736.059,42380.767,1644.708
17/11/2014,41181.981,41865.801,683.82
18/11/2014,41453.272,42408.064,954.792
19/11/2014,42178.732,43994.401,1815.669
20/11/2014,41720.655,42833.58,1112.925
21/11/2014,41871.807,43772.635,1900.828
22/11/2014,41711.221,42167.808,456.587
23/11/2014,40228.583,41471.82,1243.237
24/11/2014,41319.134,41804.894,485.76
25/11/2014,40971.374,41612.688,641.314
26/11/2014,40873.466,42925.394,2051.928
27/11/2014,41856.674,43201.102,1344.428
28/11/2014,42213.943,43343.791,1129.848
29/11/2014,42006.144,43310.16,1304.016
30/11/2014,41458.273,42920.966,1462.693
01/12/2014,41872.363,42684.034,811.671
02/12/2014,42670.734,43548.355,877.621
03/12/2014,43408.339,45300.662,1892.323
04/12/2014,43333.165,44549.481,1216.316
05/12/2014,43122.566,44775.258,1652.692
06/12/2014,43083.149,44610.395,1527.246
07/12/2014,42661.109,44592.11,1931.001
08/12/2014,43302.397,45078.519,1776.122
09/12/2014,42652.152,44045.963,1393.811
10/12/2014,43452.872,44661.818,1208.946
11/12/2014,43165.245,44980.458,1815.213
12/12/2014,42590.404,45072.501,2482.097
13/12/2014,40402.726,42359.32,1956.594
14/12/2014,40193.043,43309.924,3116.881
15/12/2014,39654.45,41941.341,2286.891
16/12/2014,43416.637,44248.611,831.974
17/12/2014,44053.545,45409.065,1355.52
18/12/2014,44419.676,45718.683,1299.007
19/12/2014,44427.06,45560.068,1133.008
20/12/2014,45167.73,45864.128,696.398
21/12/2014,44125.797,45421.493,1295.696
22/12/2014,43273.491,45485.128,2211.637
23/12/2014,45426.23,46580.803,1154.573
24/12/2014,45408.404,47782.856,2374.452
25/12/2014,44031.32,47026.399,2995.079
26/12/2014,45696.212,47287.763,1591.551
27/12/2014,46424.944,47768.357,1343.413
28/12/2014,46081.777,47862.911,1781.134
29/12/2014,46077.341,48021.309,1943.968
30/12/2014,45957.47,47649.776,1692.306
31/12/2014,45696.84,47822.743,2125.903
01/01/2015,45406.887,46992.153,1585.266
02/01/2015,45908.949,47356.586,1447.637
03/01/2015,45674.102,47325.229,1651.127
04/01/2015,46469.289,48135.611,1666.322
05/01/2015,46027.921,48309.002,2281.081
06/01/2015,46066.099,47104.663,1038.564
07/01/2015,45693.816,48034.989,2341.173
08/01/2015,45775.556,47774.585,1999.029
09/01/2015,45405.306,47482.512,2077.206
10/01/2015,46250.624,48394.204,2143.58
11/01/2015,45133.162,47944.859,2811.697
12/01/2015,45982.001,48365.108,2383.107
13/01/2015,46057.503,47547.794,1490.291
14/01/2015,46146.649,47713.316,1566.667
15/01/2015,45408.537,47308.556,1900.019
16/01/2015,44943.336,47549.143,2605.807
17/01/2015,43891.799,45551.771,1659.972
18/01/2015,43214.735,45030.122,1815.387
19/01/2015,43633.454,45831.644,2198.19
20/01/2015,45128.278,46450.545,1322.267
21/01/2015,45001.771,46744.944,1743.173
22/01/2015,45281.307,46551.553,1270.246
23/01/2015,45532.27,46500.899,968.629
24/01/2015,45633.43,47611.164,1977.734
25/01/2015,45248.689,47148.775,1900.086
26/01/2015,45422.268,46967.053,1544.785
27/01/2015,45532.79,47358.545,1825.755
28/01/2015,46163.565,47893.75,1730.185
29/01/2015,46090.625,47762.141,1671.516
30/01/2015,46207.261,47843.388,1636.127
31/01/2015,45045.685,46453.708,1408.023
01/02/2015,42964.779,45306.367,2341.588
02/02/2015,43855.45,46638.123,2782.673
03/02/2015,45207.886,46351.072,1143.186
04/02/2015,45368.86,46975.945,1607.085
05/02/2015,45432.379,47146.777,1714.398
06/02/2015,45058.922,46546.218,1487.296
07/02/2015,44631.563,46601.171,1969.608
08/02/2015,42964.569,44928.024,1963.455
09/02/2015,42982.788,44969.75,1986.962
10/02/2015,43809.126,45371.746,1562.62
11/02/2015,43601.823,45163.544,1561.721
12/02/2015,43775.134,45336.611,1561.477
13/02/2015,44664.265,45973.437,1309.172
14/02/2015,45118.954,46487.143,1368.189
15/02/2015,44844.641,46296.834,1452.193
16/02/2015,43744.165,46207.795,2463.63
17/02/2015,44334.232,46248.641,1914.409
18/02/2015,45284.226,47106.705,1822.479
19/02/2015,45289.871,47695.671,2405.8
20/02/2015,45719.923,47623.604,1903.681
21/02/2015,44563.958,46702.617,2138.659
22/02/2015,44366.571,46175.1,1808.529
23/02/2015,44505.858,45863.911,1358.053
24/02/2015,45477.234,47729.652,2252.418
25/02/2015,45193.452,47766.506,2573.054
26/02/2015,43081.468,45326.762,2245.294
27/02/2015,45597.811,46978.098,1380.287
28/02/2015,45099.697,46957.434,1857.737
01/03/2015,44490.327,46366.443,1876.116
02/03/2015,44096.659,46130.775,2034.116
03/03/2015,45285.238,46715.225,1429.987
04/03/2015,44187.946,46301.906,2113.96
05/03/2015,44735.084,45894.659,1159.575
06/03/2015,45699.072,46954.029,1254.957
07/03/2015,45674.983,47021.701,1346.718
08/03/2015,45568.41,47110.359,1541.949
09/03/2015,43980.066,46703.021,2722.955
10/03/2015,43245.559,44816.48,1570.921
11/03/2015,43794.197,45875.236,2081.039
12/03/2015,43517.861,44928.144,1410.283
13/03/2015,43888.793,45806.366,1917.573
14/03/2015,44320.229,46128.917,1808.688
15/03/2015,43771.636,45729.896,1958.26
16/03/2015,43698.767,45859.089,2160.322
17/03/2015,43762.346,46396.83,2634.484
18/03/2015,43948.631,45600.069,1651.438
19/03/2015,43276.661,44813.178,1536.517
20/03/2015,43316.328,44821.511,1505.183
21/03/2015,43376.676,44262.859,886.183
22/03/2015,42299.025,43204.917,905.892
23/03/2015,43012.113,44505.264,1493.151
24/03/2015,43109.684,44625.168,1515.484
25/03/2015,42611.545,43742.004,1130.459
26/03/2015,42514.827,44432.172,1917.345
27/03/2015,43887.801,45238.461,1350.66
28/03/2015,43319.063,45022.46,1703.397
29/03/2015,42597.202,44555.936,1958.734
30/03/2015,43064.662,45022.532,1957.87
31/03/2015,44344.207,46609.036,2264.829
01/04/2015,43881.993,45210.136,1328.143
02/04/2015,41317.001,43040.179,1723.178
03/04/2015,41151.313,43495.074,2343.761
04/04/2015,40747.405,42867.658,2120.253
05/04/2015,40551.45,43003.071,2451.621
06/04/2015,42556.075,45120.305,2564.23
07/04/2015,43901.513,45771.798,1870.285
08/04/2015,42731.095,44688.173,1957.078
09/04/2015,42624.433,44491.27,1866.837
10/04/2015,42470.684,43912.534,1441.85
11/04/2015,40928.731,42255.601,1326.87
12/04/2015,39804.261,41501.84,1697.579
13/04/2015,40352.813,42497.297,2144.484
14/04/2015,41745.888,43676.206,1930.318
15/04/2015,41523.311,43827.586,2304.275
16/04/2015,42309.308,43985.254,1675.946
17/04/2015,42971.716,44599.706,1627.99
18/04/2015,42600.927,43896.285,1295.358
19/04/2015,42583.839,43166.944,583.105
20/04/2015,42941.06,43529.522,588.462
21/04/2015,42695.103,44153.736,1458.633
22/04/2015,42927.99,44297.845,1369.855
23/04/2015,43143.415,44374.272,1230.857
24/04/2015,42716.732,44555.287,1838.555
25/04/2015,41875.834,43533.033,1657.199
26/04/2015,42128.739,43479.259,1350.52
27/04/2015,43238.58,44108.459,869.879
28/04/2015,43865.95,45440.097,1574.147
29/04/2015,44497.701,46909.995,2412.294
30/04/2015,42620.647,46339.798,3719.151
01/05/2015,44372.407,46599.88,2227.473
02/05/2015,44057.958,45573.2,1515.242
03/05/2015,44085.836,46508.119,2422.283
04/05/2015,44386.971,46321.542,1934.571
05/05/2015,44739.924,46516.004,1776.08
06/05/2015,44160.535,46579.541,2419.006
07/05/2015,43879.823,46098.319,2218.496
08/05/2015,43415.091,45937.184,2522.093
09/05/2015,42666.856,44193.189,1526.333
10/05/2015,42339.022,44335.886,1996.864
11/05/2015,43415.11,44463.767,1048.657
12/05/2015,44986.574,46955.374,1968.8
13/05/2015,44429.52,47432.999,3003.479
14/05/2015,44333.565,46595.174,2261.609
15/05/2015,44379.096,45600.898,1221.802
16/05/2015,43433.4,45121.952,1688.552
17/05/2015,43717.375,45089.576,1372.201
18/05/2015,43946.072,46285.85,2339.778
19/05/2015,43243.296,46768.495,3525.199
20/05/2015,43637.038,47115.456,3478.418
21/05/2015,44407.831,47231.784,2823.953
22/05/2015,42986.531,46543.9,3557.369
23/05/2015,42772.364,46024.082,3251.718
24/05/2015,41900.115,45525.286,3625.171
25/05/2015,42839.848,46779.241,3939.393
26/05/2015,43288.633,46238.597,2949.964
27/05/2015,43786.941,46835.477,3048.536
28/05/2015,44945.645,47265.278,2319.633
29/05/2015,43682.271,46467.315,2785.044
30/05/2015,42964.411,45484.573,2520.162
31/05/2015,43735.9,46273.155,2537.255
01/06/2015,44276.073,47115.424,2839.351
02/06/2015,45185.799,48041.118,2855.319
03/06/2015,45105.464,47356.92,2251.456
04/06/2015,44841.528,47810.399,2968.871
05/06/2015,45046.164,47432.058,2385.894
06/06/2015,44886.428,46397.562,1511.134
07/06/2015,44665.925,46466.218,1800.293
08/06/2015,45236.672,47121.247,1884.575
09/06/2015,45459.213,47634.062,2174.849
10/06/2015,44917.94,47454.194,2536.254
11/06/2015,44927.119,47084.297,2157.178
12/06/2015,44561.213,46355.931,1794.718
13/06/2015,43630.732,45658.542,2027.81
14/06/2015,43269.543,46165.437,2895.894
15/06/2015,44095.288,47116.663,3021.375
16/06/2015,44810.743,47412.549,2601.806
17/06/2015,45133.489,46690.319,1556.83
18/06/2015,45429.98,47707.042,2277.062
19/06/2015,45725.643,47869.251,2143.608
20/06/2015,44709.215,46913.951,2204.736
21/06/2015,44200.39,46242.368,2041.978
22/06/2015,45042.271,47236.93,2194.659
23/06/2015,48175.56,49529.08,1353.52
24/06/2015,47363.865,49499.967,2136.102
25/06/2015,46378.393,47915.245,1536.852
26/06/2015,47002.929,48806.035,1803.106
27/06/2015,46273.53,47900.896,1627.366
28/06/2015,45012.942,46721.142,1708.2
29/06/2015,45534.951,47601.722,2066.771
30/06/2015,44550.068,47319.234,2769.166
01/07/2015,44495.11,46989.607,2494.497
02/07/2015,45284.851,47114.403,1829.552
03/07/2015,45673.967,47692.262,2018.295
04/07/2015,45206.509,47237.664,2031.155
05/07/2015,44607.467,46958.576,2351.109
06/07/2015,45625.795,47490.615,1864.82
07/07/2015,46359.741,47654.737,1294.996
08/07/2015,46321.81,47481.368,1159.558
09/07/2015,46158.054,47497.731,1339.677
10/07/2015,46456.082,47411.553,955.471
11/07/2015,45847.426,47767.507,1920.081
12/07/2015,45845.91,47733.714,1887.804
13/07/2015,47130.14,48002.544,872.404
14/07/2015,46636.543,48644.275,2007.732
15/07/2015,46684.321,47809.829,1125.508
16/07/2015,46105.446,47750.058,1644.612
17/07/2015,46808.072,47798.962,990.89
18/07/2015,45983.667,47459.772,1476.105
19/07/2015,45071.867,47240.187,2168.32
20/07/2015,45266.668,47349.327,2082.659
21/07/2015,45699.602,47126.827,1427.225
22/07/2015,46268.75,47543.605,1274.855
23/07/2015,46275.434,47954.054,1678.62
24/07/2015,46461.543,48302.613,1841.07
25/07/2015,46068.759,47849.107,1780.348
26/07/2015,45107.936,47283.512,2175.576
27/07/2015,46321.61,47762.114,1440.504
28/07/2015,47472.366,48421.789,949.423
29/07/2015,47653.737,49024.803,1371.066
30/07/2015,47250.307,48723.145,1472.838
31/07/2015,46715.361,48560.486,1845.125
